#timestamp,left,right,acc_x,acc_y,acc_z,roll,pitch,yaw,event
1568115628125,-207,135,-2182,1621,-16462,-12,69,40,0
1568115628140,-209,134,-2229,1619,-16434,20,50,18,0
1568115628147,-216,135,-2210,1704,-16420,44,9,-7,0
1568115628157,-215,144,-2200,1613,-16422,26,10,-34,0
1568115628174,-216,160,-2070,1613,-16396,24,-19,-33,0
1568115628178,-230,174,-2154,1551,-16340,25,-25,-37,0
1568115628185,-243,186,-2131,1551,-16320,17,-7,-28,0
1568115628201,-245,189,-2165,1575,-16347,10,9,-13,0
1568115628207,-239,176,-2157,1536,-16328,26,52,-2,0
1568115628216,-226,154,-2089,1543,-16317,27,62,-8,0
1568115628230,-224,127,-2151,1548,-16312,28,68,10,0
1568115628238,-229,112,-2131,1577,-16352,34,71,2,0
1568115628245,-241,107,-2149,1577,-16340,27,60,-11,0
1568115628260,-251,103,-2162,1628,-16408,34,45,-31,0
1568115628271,-252,96,-2093,1556,-16412,66,55,-44,0
1568115628275,-244,94,-2092,1530,-16386,66,49,-50,0
1568115628290,-240,93,-2111,1515,-16380,69,32,-33,0
1568115628298,-243,90,-2070,1546,-16416,65,44,-26,0
1568115628305,-249,89,-2147,1502,-16416,39,50,-27,0
1568115628321,-248,97,-2113,1511,-16325,23,28,-23,0
1568115628328,-242,104,-2194,1493,-16397,18,17,-14,0
1568115628336,-234,109,-2178,1485,-16373,1,12,-6,0
1568115628351,-232,106,-2171,1466,-16360,23,-14,20,0
1568115628358,-234,105,-2174,1452,-16318,25,-10,34,0
1568115628366,-237,107,-2129,1457,-16307,27,0,66,0
1568115628380,-236,112,-2252,1505,-16362,12,23,89,0
1568115628388,-231,120,-2187,1529,-16337,26,19,99,0
1568115628397,-222,130,-2174,1586,-16394,-24,62,86,0
1568115628410,-218,137,-2111,1589,-16386,-40,61,68,0
1568115628419,-222,136,-2163,1612,-16394,-27,70,40,0
1568115628425,-231,132,-2109,1630,-16400,-50,52,26,0
1568115628441,-232,137,-2158,1580,-16469,-42,38,-5,0
1568115628447,-231,142,-2160,1559,-16380,-44,19,-16,0
1568115628455,-226,151,-2135,1543,-16378,-2,0,-15,0
1568115628470,-225,151,-2117,1560,-16354,2,-17,-20,0
1568115628479,-229,144,-2105,1616,-16347,25,17,-18,0
1568115628486,-233,138,-2120,1529,-16345,22,16,-23,0
1568115628502,-231,142,-2156,1553,-16357,19,42,-27,0
1568115628516,-228,149,-2283,1549,-16327,19,34,-26,0
1568115628524,-227,151,-2206,1490,-16361,19,31,-18,0
1568115628530,-224,153,-2183,1508,-16361,36,63,2,0
1568115628537,-225,152,-2222,1494,-16344,25,56,29,0
1568115628545,-232,148,-2143,1501,-16388,39,71,44,0
1568115628560,-232,146,-2163,1544,-16355,23,68,61,0
1568115628570,-231,142,-2153,1539,-16358,41,72,70,0
1568115628575,-234,138,-2131,1562,-16373,45,59,78,0
1568115628590,-234,139,-2095,1566,-16391,33,42,54,0
1568115628598,-226,144,-2131,1575,-16372,11,32,45,0
1568115628607,-221,148,-2124,1615,-16395,-5,6,6,0
1568115628624,-220,149,-2181,1526,-16414,-21,-1,23,0
1568115628628,-218,149,-2188,1510,-16391,-22,-5,13,0
1568115628636,-213,152,-2179,1516,-16372,-11,-21,31,0
1568115628652,-214,149,-2110,1573,-16397,19,-21,5,0
1568115628657,-216,150,-2181,1616,-16433,24,-25,-6,0
1568115628668,-215,148,-2092,1610,-16387,6,-7,-24,0
1568115628681,-211,149,-2218,1550,-16344,-21,7,-34,0
1568115628687,-214,146,-2126,1439,-16275,5,24,-42,0
1568115628695,-212,151,-2069,1410,-16271,7,24,-30,0
1568115628710,-207,158,-2056,1499,-16334,22,24,26,0
1568115628719,-205,156,-2132,1492,-16379,11,29,42,0
1568115628725,-209,148,-2024,1592,-16380,-26,27,37,0
1568115628740,-212,140,-2073,1598,-16416,-50,34,9,0
1568115628748,-209,140,-2069,1593,-16495,-58,23,-10,0
1568115628755,-205,147,-2128,1597,-16433,-85,45,-42,0
1568115628771,-203,150,-2147,1631,-16392,-89,32,-60,0
1568115628777,-207,148,-2127,1576,-16435,-97,13,-76,0
1568115628785,-213,141,-2234,1573,-16436,-64,-13,-67,0
1568115628801,-219,139,-2150,1562,-16349,-49,-37,-56,0
1568115628807,-222,138,-2146,1597,-16294,-22,-44,-27,0
1568115628817,-226,139,-2134,1537,-16225,-27,-20,-17,0
1568115628830,-220,144,-2153,1563,-16245,-11,3,0,0
1568115628837,-214,150,-2151,1497,-16286,-20,9,36,0
1568115628846,-212,148,-2174,1516,-16274,-6,32,39,0
1568115628860,-209,149,-2163,1501,-16298,39,25,89,0
1568115628867,-209,152,-2155,1501,-16366,63,33,100,0
1568115628875,-212,150,-2190,1525,-16362,71,17,118,0
1568115628890,-214,144,-2105,1611,-16368,73,45,122,0
1568115628898,-218,141,-2126,1528,-16408,67,55,90,0
1568115628905,-221,140,-2069,1604,-16446,57,76,63,0
1568115628920,-216,147,-2121,1570,-16422,57,72,42,0
1568115628927,-214,152,-2118,1540,-16450,45,97,9,0
1568115628935,-212,150,-2196,1507,-16469,47,54,2,0
1568115628951,-211,144,-2160,1527,-16422,37,42,-14,0
1568115628957,-213,141,-2090,1562,-16414,12,-2,-25,0
1568115628970,-216,140,-2094,1557,-16282,-3,9,-23,0
1568115628980,-212,144,-2130,1488,-16331,1,3,-51,0
1568115628987,-212,140,-2185,1490,-16329,8,-18,-31,0
1568115628998,-213,138,-2145,1472,-16217,32,-5,-20,0
1568115629010,-213,138,-2124,1437,-16232,30,5,0,0
1568115629017,-210,144,-2070,1484,-16250,30,34,16,0
1568115629025,-206,144,-2125,1493,-16328,7,71,19,0
1568115629040,-202,144,-2078,1523,-16318,-12,75,34,0
1568115629048,-202,143,-2094,1472,-16422,-35,89,52,0
1568115629055,-199,145,-2124,1547,-16482,-50,65,53,0
1568115629070,-189,149,-2134,1565,-16518,-59,32,46,0
1568115629080,-192,148,-2095,1612,-16468,-54,2,10,0
1568115629087,-199,142,-2190,1605,-16398,-31,-31,11,0
1568115629102,-206,137,-2099,1590,-16362,-30,-46,-29,0
1568115629107,-210,132,-2157,1577,-16293,-36,-54,-30,0
1568115629115,-210,131,-2173,1535,-16301,-23,-9,-13,0
1568115629133,-212,129,-2104,1500,-16345,-3,11,-4,0
1568115629137,-212,130,-2121,1566,-16303,-9,45,0,0
1568115629145,-213,128,-2132,1564,-16312,4,75,11,0
1568115629160,-215,128,-2188,1549,-16360,33,87,15,0
1568115629169,-213,129,-2168,1595,-16375,57,83,3,0
1568115629177,-204,134,-2171,1606,-16425,47,83,-2,0
1568115629191,-206,133,-2146,1598,-16444,79,72,-31,0
1568115629199,-212,131,-2161,1591,-16419,75,53,-35,0
1568115629205,-218,127,-2053,1597,-16417,70,34,-61,0
1568115629220,-221,126,-2069,1586,-16348,55,26,-69,0
1568115629231,-223,125,-2094,1519,-16393,53,21,-80,0
1568115629237,-218,127,-2158,1475,-16343,43,42,-51,0
1568115629251,-216,129,-2116,1441,-16339,87,27,-40,0
1568115629258,-210,135,-2031,1421,-16354,78,15,-27,0
1568115629266,-205,138,-2152,1449,-16404,112,1,6,0
1568115629280,-208,135,-2069,1455,-16359,108,0,21,0
1568115629295,-217,128,-2045,1474,-16328,110,8,39,0
1568115629297,-217,128,-2054,1451,-16349,107,-11,55,0
1568115629311,-209,136,-2138,1505,-16352,68,-2,58,0
1568115629321,-203,137,-2101,1522,-16408,37,-3,52,0
1568115629325,-208,132,-2161,1515,-16372,13,8,56,0
1568115629340,-215,122,-2081,1519,-16400,-20,5,52,0
1568115629349,-219,116,-2102,1488,-16368,-19,-35,9,0
1568115629357,-221,116,-2103,1483,-16374,-49,-49,27,0
1568115629370,-219,116,-2117,1521,-16329,-20,-55,20,0
1568115629377,-214,120,-2056,1476,-16352,-11,-71,-1,0
1568115629386,-210,123,-2075,1517,-16305,-3,-41,4,0
1568115629400,-207,121,-2128,1512,-16319,23,-41,-22,0
1568115629408,-214,114,-2116,1606,-16327,9,-18,-27,0
1568115629417,-219,113,-2134,1497,-16410,8,-10,-33,0
1568115629430,-218,114,-2104,1547,-16415,-16,3,-42,0
1568115629438,-212,110,-2135,1525,-16365,-42,-3,-68,0
1568115629446,-206,108,-2143,1519,-16414,-68,-27,-70,0
1568115629464,-188,102,-2114,1557,-16391,-94,-39,-90,0
1568115629468,-156,88,-2055,1531,-16397,-84,-61,-122,0
1568115629476,-120,76,-2196,1496,-16378,-95,-67,-140,0
1568115629490,-101,65,-2224,1521,-16353,-71,-89,-150,0
1568115629498,-96,54,-2084,1552,-16383,-72,-55,-155,0
1568115629507,-88,54,-2201,1474,-16363,-51,-58,-141,0
1568115629520,-91,58,-2149,1465,-16341,-21,-49,-89,0
1568115629529,-102,69,-2161,1512,-16344,6,-21,-56,0
1568115629536,-113,81,-2157,1482,-16455,24,-34,-11,0
1568115629550,-129,84,-2085,1568,-16413,37,-27,34,0
1568115629557,-138,90,-2118,1570,-16347,25,-4,39,0
1568115629566,-146,100,-2197,1490,-16329,16,-29,59,0
1568115629582,-148,110,-2169,1452,-16289,56,-23,81,0
1568115629588,-160,112,-2156,1482,-16277,86,-21,107,0
1568115629603,-168,117,-2153,1513,-16370,64,-14,113,0
1568115629611,-173,119,-2137,1585,-16385,47,-3,55,0
1568115629617,-185,118,-2156,1608,-16462,18,9,24,0
1568115629625,-196,114,-2112,1587,-16451,-8,10,-4,0
1568115629640,-200,116,-2175,1532,-16391,-30,34,-39,0
1568115629649,-208,118,-2106,1454,-16433,-34,34,-48,0
1568115629654,-216,119,-2155,1522,-16468,-34,24,-41,0
1568115629670,-221,119,-2186,1467,-16388,-6,11,-43,0
1568115629677,-219,127,-2153,1458,-16359,-2,-13,-16,0
1568115629685,-211,134,-2137,1531,-16247,-3,-21,9,0
1568115629700,-208,132,-2140,1504,-16269,-15,-25,37,0
1568115629707,-215,126,-2152,1492,-16273,-15,-8,46,0
1568115629716,-218,126,-2153,1485,-16246,-17,32,35,0
1568115629730,-220,128,-2216,1549,-16271,11,55,78,0
1568115629737,-224,128,-2141,1510,-16351,36,41,83,0
1568115629746,-225,126,-2205,1578,-16400,51,38,70,0
1568115629760,-220,133,-2127,1570,-16393,74,37,62,0
1568115629767,-221,131,-2098,1583,-16408,74,34,34,0
1568115629775,-225,128,-2136,1515,-16388,70,37,9,0
1568115629790,-230,123,-2138,1450,-16333,46,52,-9,0
1568115629798,-236,117,-2166,1462,-16361,61,44,-20,0
1568115629805,-238,115,-2078,1450,-16402,34,55,-14,0
1568115629820,-231,119,-2146,1476,-16400,36,68,-21,0
1568115629827,-224,124,-2109,1436,-16381,7,61,-5,0
1568115629836,-218,129,-2138,1508,-16451,-12,53,17,0
1568115629850,-224,126,-2132,1477,-16363,-28,27,5,0
1568115629859,-233,119,-2101,1534,-16387,-37,4,-10,0
1568115629865,-235,117,-2163,1541,-16362,-38,-23,5,0
1568115629882,-230,120,-2097,1501,-16332,-23,-12,-11,0
1568115629889,-225,125,-2135,1552,-16271,-34,-18,-2,0
1568115629895,-215,135,-2154,1448,-16238,-46,20,-29,0
1568115629910,-210,139,-2137,1462,-16270,-26,54,-28,0
1568115629917,-208,144,-2126,1541,-16337,-40,85,-34,0
1568115629925,-207,142,-2053,1511,-16376,-39,85,-37,0
1568115629940,-206,139,-2184,1547,-16447,-61,74,-31,0
1568115629947,-204,140,-2116,1532,-16454,-42,46,-20,0
1568115629955,-198,147,-2095,1545,-16419,-18,27,-40,0
1568115629971,-202,144,-2064,1617,-16458,-9,-1,-63,0
1568115629977,-212,135,-2153,1524,-16373,2,-7,-69,0
1568115629985,-218,131,-2182,1542,-16381,-4,-24,-60,0
1568115630000,-212,137,-2154,1514,-16359,-3,-19,-33,0
1568115630008,-209,140,-2137,1479,-16367,0,-11,-17,0
1568115630015,-206,139,-2124,1468,-16343,-4,-3,28,0
1568115630030,-207,137,-2145,1500,-16297,11,3,81,0
1568115630038,-205,140,-2179,1539,-16346,26,43,85,0
1568115630046,-196,147,-2137,1603,-16349,27,66,89,0
1568115630061,-189,149,-2069,1585,-16331,50,76,67,0
1568115630067,-189,150,-2149,1597,-16413,58,64,30,0
1568115630076,-190,149,-2116,1609,-16381,69,52,0,0
1568115630091,-197,145,-2125,1604,-16402,95,46,-31,0
1568115630097,-206,140,-2172,1556,-16374,94,37,-76,0
1568115630105,-212,133,-2126,1531,-16404,96,28,-74,0
1568115630120,-213,129,-2139,1458,-16395,94,30,-59,0
1568115630127,-218,126,-2106,1477,-16342,97,13,-22,0
1568115630135,-219,125,-2200,1448,-16374,90,14,-14,0
1568115630150,-214,126,-2146,1449,-16396,90,25,-4,0
1568115630158,-209,129,-2242,1445,-16391,87,13,31,0
1568115630166,-207,133,-2110,1469,-16329,69,4,41,0
1568115630180,-206,135,-2114,1442,-16332,62,4,48,0
1568115630188,-205,134,-2128,1432,-16315,53,9,65,0
1568115630196,-200,140,-2140,1425,-16326,42,19,70,0
1568115630210,-196,145,-2117,1428,-16372,53,7,87,0
1568115630217,-194,151,-2111,1426,-16384,45,21,92,0
1568115630225,-195,149,-2064,1477,-16384,40,12,116,0
1568115630240,-199,139,-2096,1520,-16350,33,5,116,0
1568115630248,-205,131,-2112,1507,-16359,9,-9,83,0
1568115630256,-201,134,-2057,1512,-16424,-6,-9,48,0
1568115630271,-195,139,-2114,1492,-16413,-25,-11,16,0
1568115630278,-194,140,-2064,1517,-16384,-31,-17,-10,0
1568115630287,-194,146,-2208,1591,-16425,-41,-42,-57,0
1568115630300,-194,147,-2175,1498,-16381,-31,-49,-57,0
1568115630309,-204,141,-2069,1457,-16370,-27,-54,-67,0
1568115630315,-210,135,-2159,1430,-16327,-31,-56,-47,0
1568115630330,-209,139,-2152,1462,-16376,-37,-42,-24,0
1568115630338,-207,141,-2160,1472,-16296,-40,-16,-5,0
1568115630346,-205,139,-2159,1496,-16374,-42,15,10,0
1568115630362,-201,138,-2133,1496,-16338,-39,1,31,0
1568115630367,-206,134,-2144,1554,-16315,-51,12,10,0
1568115630375,-211,132,-2086,1525,-16403,-68,24,10,0
1568115630391,-203,138,-2140,1604,-16417,-72,-8,-11,0
1568115630398,-200,142,-2110,1509,-16369,-62,-28,-23,0
1568115630405,-202,136,-2128,1544,-16392,-50,-17,-26,0
1568115630420,-204,129,-2184,1518,-16360,-34,-36,-36,0
1568115630429,-208,124,-2176,1500,-16351,-41,-42,-31,0
1568115630436,-201,130,-2179,1480,-16352,-7,-37,-5,0
1568115630450,-194,136,-2135,1486,-16389,-14,-44,0,0
1568115630458,-199,130,-2209,1448,-16331,1,-12,26,0
1568115630467,-201,125,-2161,1518,-16359,22,5,53,0
1568115630480,-195,125,-2166,1484,-16376,42,2,71,0
1568115630487,-201,116,-2223,1407,-16287,81,18,100,0
1568115630497,-204,104,-2171,1473,-16350,92,10,91,0
1568115630511,-197,96,-2102,1576,-16422,78,16,105,0
1568115630519,-186,88,-2188,1535,-16408,13,16,68,0
1568115630526,-170,74,-2112,1525,-16394,-28,18,35,0
1568115630540,-143,60,-2138,1548,-16429,-68,26,6,0
1568115630547,-121,46,-2104,1536,-16405,-83,24,-47,0
1568115630555,-106,38,-2151,1538,-16452,-85,15,-69,0
1568115630570,-99,32,-2130,1469,-16442,-62,1,-110,0
1568115630577,-103,28,-2130,1523,-16415,-34,-14,-81,0
1568115630586,-110,26,-2175,1487,-16332,-6,-45,-85,0
1568115630600,-116,30,-2156,1535,-16228,-29,-50,-52,0
1568115630607,-129,39,-2230,1544,-16242,-55,-38,-60,0
1568115630617,-139,55,-2223,1481,-16272,-77,-10,-43,0
1568115630630,-148,62,-2237,1525,-16311,-93,13,-28,0
1568115630638,-160,64,-2200,1450,-16227,-72,35,23,0
1568115630645,-167,69,-2227,1428,-16312,-37,12,58,0
1568115630661,-168,76,-2142,1469,-16353,-5,9,60,0
1568115630668,-172,78,-2171,1540,-16351,29,9,103,0
1568115630676,-170,81,-2161,1528,-16328,53,39,96,0
1568115630690,-167,85,-2196,1615,-16372,33,40,67,0
1568115630698,-169,91,-2203,1572,-16395,29,71,52,0
1568115630706,-171,100,-2176,1562,-16361,-1,74,12,0
1568115630720,-173,105,-2117,1450,-16418,-12,85,-5,0
1568115630728,-185,98,-2142,1517,-16433,8,71,2,0
1568115630735,-192,97,-2106,1540,-16388,10,50,-22,0
1568115630751,-189,104,-2104,1532,-16406,13,20,-37,0
1568115630760,-186,115,-2127,1533,-16335,17,13,-49,0
1568115630766,-186,121,-2150,1527,-16328,30,10,-67,0
1568115630780,-184,124,-2145,1526,-16313,27,-7,-46,0
1568115630792,-185,128,-2145,1498,-16335,6,-4,-38,0
1568115630795,-186,128,-2188,1483,-16262,17,-5,-24,0
1568115630809,-191,121,-2116,1490,-16287,2,-7,-25,0
1568115630817,-199,117,-2117,1519,-16301,-20,33,-25,0
1568115630827,-203,116,-2109,1495,-16325,-22,63,-38,0
1568115630842,-199,122,-2161,1428,-16396,-55,70,-28,0
1568115630847,-201,123,-2123,1474,-16435,-38,63,-7,0
1568115630855,-206,125,-2170,1509,-16454,-36,25,14,0
1568115630870,-209,126,-2129,1532,-16450,-12,12,17,0
1568115630877,-211,128,-2089,1593,-16413,-13,-19,20,0
1568115630884,-206,130,-2133,1546,-16408,-35,-10,-19,0
1568115630900,-197,129,-2156,1512,-16434,-46,-37,-24,0
1568115630910,-201,130,-2160,1535,-16434,-76,-45,-47,0
1568115630915,-203,133,-2152,1503,-16383,-64,-48,-39,0
1568115630930,-204,136,-2160,1481,-16273,-40,-21,-11,0
1568115630938,-207,137,-2184,1525,-16319,-54,2,-3,0
1568115630946,-209,132,-2133,1512,-16305,-18,35,5,0
1568115630962,-213,128,-2055,1556,-16322,-22,57,21,0
1568115630967,-219,123,-2177,1567,-16342,-13,69,13,0
1568115630976,-219,124,-2156,1591,-16325,-6,66,-1,0
1568115630991,-216,126,-2201,1575,-16395,1,41,-4,0
1568115630998,-213,134,-2176,1532,-16413,6,33,-5,0
1568115631006,-210,136,-2109,1487,-16409,23,26,-10,0
1568115631021,-210,135,-2164,1517,-16369,37,-3,-4,0
1568115631027,-216,128,-2118,1548,-16322,42,5,-4,0
1568115631035,-217,129,-2168,1493,-16408,51,-4,-15,0
1568115631050,-212,134,-2164,1515,-16432,43,6,-12,0
1568115631058,-206,139,-2139,1488,-16385,35,-25,-12,0
1568115631065,-203,137,-2141,1444,-16387,13,-23,1,0
1568115631080,-191,147,-2144,1457,-16373,2,-20,11,0
1568115631089,-195,145,-2118,1437,-16383,-13,-22,31,0
1568115631095,-198,141,-2112,1462,-16325,-6,1,46,0
1568115631110,-202,138,-2257,1535,-16307,-17,18,69,0
1568115631118,-215,129,-2127,1543,-16313,-23,14,55,0
1568115631126,-221,124,-2160,1539,-16356,-30,0,39,0
1568115631141,-213,134,-2124,1514,-16374,-79,5,36,0
1568115631147,-209,141,-2045,1555,-16389,-76,-23,13,0
1568115631156,-202,151,-2134,1567,-16402,-76,-18,0,0
1568115631170,-194,156,-2116,1549,-16372,-55,-36,-16,0
1568115631179,-195,152,-2146,1506,-16337,-59,-28,-12,0
1568115631185,-198,146,-2129,1573,-16368,-57,7,-11,0
1568115631200,-200,141,-2131,1556,-16373,-43,-3,-16,0
1568115631207,-211,132,-2190,1536,-16349,-40,26,8,0
1568115631215,-206,140,-2154,1560,-16311,-42,45,22,0
1568115631230,-196,149,-2188,1543,-16371,-23,51,45,0
1568115631238,-197,149,-2097,1541,-16377,-30,47,36,0
1568115631245,-197,148,-2142,1514,-16400,-2,55,55,0
1568115631260,-198,148,-2095,1528,-16401,-1,43,52,0
1568115631267,-209,139,-2116,1526,-16414,19,30,55,0
1568115631275,-215,132,-2193,1529,-16356,39,7,43,0
1568115631290,-212,133,-2164,1552,-16411,33,12,53,0
1568115631298,-207,138,-2111,1566,-16377,38,3,64,0
1568115631308,-204,139,-2115,1589,-16371,51,-1,59,0
1568115631322,-205,139,-2175,1580,-16339,49,9,64,0
1568115631327,-217,130,-2112,1639,-16311,22,21,47,0
1568115631335,-216,132,-2078,1566,-16351,10,49,22,0
1568115631352,-209,137,-2107,1559,-16371,8,50,-7,0
1568115631357,-211,138,-2170,1543,-16358,9,53,-11,0
1568115631365,-210,142,-2121,1498,-16413,56,31,6,0
1568115631381,-206,147,-2162,1540,-16422,96,7,-23,0
1568115631388,-215,138,-2155,1573,-16453,103,-22,-12,0
1568115631403,-217,133,-2211,1594,-16439,80,-32,-22,0
1568115631410,-214,133,-2081,1546,-16384,78,-33,-9,0
1568115631417,-214,133,-2136,1515,-16316,82,-11,-9,0
1568115631425,-211,137,-2151,1449,-16254,83,-10,6,0
1568115631439,-207,140,-2148,1439,-16312,82,3,29,0
1568115631447,-209,135,-2170,1474,-16343,56,19,40,0
1568115631457,-208,139,-2157,1505,-16378,-1,36,45,0
1568115631471,-207,141,-2071,1460,-16392,-20,47,56,0
1568115631478,-211,136,-2079,1509,-16412,-34,65,58,0
1568115631486,-208,139,-2220,1560,-16439,-31,82,31,0
1568115631501,-208,140,-2065,1546,-16483,-19,58,26,0
1568115631507,-214,133,-2182,1598,-16446,-18,39,-1,0
1568115631515,-218,129,-2113,1637,-16449,-8,-8,-41,0
1568115631529,-217,127,-2116,1616,-16421,-32,-25,-62,0
1568115631539,-221,123,-2170,1611,-16356,-34,-59,-77,0
1568115631545,-223,121,-2122,1562,-16287,-40,-45,-94,0
1568115631560,-217,125,-2143,1468,-16299,-41,-52,-96,0
1568115631567,-220,124,-2233,1384,-16270,-19,-31,-55,0
1568115631576,-217,130,-2201,1425,-16243,32,-12,3,0
1568115631592,-216,129,-2217,1379,-16275,70,3,73,0
1568115631597,-225,118,-2209,1445,-16302,83,22,108,0
1568115631605,-224,120,-2188,1486,-16316,98,62,131,0
1568115631620,-211,131,-2146,1546,-16368,68,76,150,0
1568115631627,-215,126,-2102,1557,-16407,56,83,132,0
1568115631635,-219,121,-2145,1601,-16469,9,72,93,0
1568115631650,-223,118,-2138,1573,-16428,-12,73,31,0
1568115631658,-231,111,-2047,1571,-16469,-26,55,-27,0
1568115631665,-236,107,-2050,1543,-16445,-21,12,-87,0
1568115631680,-234,107,-2034,1471,-16452,-27,-10,-117,0
1568115631688,-236,105,-2083,1466,-16459,-18,-38,-135,0
1568115631695,-232,106,-2134,1455,-16329,-29,-52,-144,0
1568115631710,-230,106,-2174,1355,-16300,-17,-60,-94,0
1568115631717,-235,104,-2159,1308,-16351,2,-70,-55,0
1568115631724,-240,102,-2248,1340,-16261,8,-61,2,0
1568115631740,-237,104,-2072,1419,-16200,7,-49,56,0
1568115631748,-236,110,-2150,1474,-16248,-36,12,58,0
1568115631755,-231,119,-2088,1526,-16336,-49,73,70,0
1568115631771,-226,123,-2106,1518,-16340,-121,78,52,0
1568115631778,-230,118,-2164,1514,-16431,-159,96,46,0
1568115631786,-229,117,-2089,1551,-16463,-143,55,23,0
1568115631800,-220,124,-2096,1534,-16513,-136,17,25,0
1568115631809,-216,131,-2148,1550,-16474,-84,-38,9,0
1568115631816,-213,134,-2089,1664,-16360,-63,-69,-7,0
1568115631838,-206,137,-2216,1674,-16392,-46,-97,-37,0
1568115631840,-213,132,-2165,1616,-16358,-43,-74,-58,0
1568115631845,-212,132,-2162,1515,-16302,-53,-49,-54,0
1568115631861,-202,137,-2124,1506,-16339,-66,-7,-45,0
1568115631867,-202,138,-2211,1483,-16297,-87,21,-15,0
1568115631876,-202,140,-2213,1488,-16328,-64,37,34,0
1568115631890,-202,138,-2130,1482,-16370,-40,38,65,0
1568115631897,-212,132,-2148,1611,-16359,-12,58,91,0
1568115631905,-216,128,-2162,1689,-16344,13,70,102,0
1568115631920,-216,126,-2149,1711,-16355,67,84,85,0
1568115631927,-227,121,-2125,1706,-16411,70,71,42,0
1568115631936,-226,126,-2146,1633,-16390,104,54,-9,0
1568115631951,-213,138,-2117,1667,-16418,109,58,-41,0
1568115631958,-212,141,-2064,1575,-16357,128,54,-69,0
1568115631965,-216,138,-2147,1525,-16419,144,43,-85,0
1568115631980,-218,134,-2139,1513,-16382,148,52,-81,0
1568115631988,-233,123,-2130,1530,-16381,170,45,-63,0
1568115631995,-230,125,-2080,1442,-16355,171,30,-34,0
1568115632010,-219,132,-2205,1434,-16353,174,43,-15,0
1568115632019,-222,128,-2106,1452,-16343,156,32,0,0
1568115632025,-224,126,-2114,1415,-16349,139,18,18,0
1568115632040,-218,129,-2164,1407,-16363,133,41,26,0
1568115632047,-228,124,-2105,1389,-16379,129,48,42,0
1568115632055,-229,125,-2136,1421,-16359,119,40,61,0
1568115632071,-224,130,-2197,1414,-16381,114,24,83,0
1568115632078,-227,126,-2168,1407,-16416,103,4,100,0
1568115632085,-227,124,-2122,1467,-16330,76,19,132,0
1568115632101,-223,131,-2081,1443,-16351,46,-3,140,0
1568115632107,-235,130,-2013,1471,-16401,22,-1,148,0
1568115632115,-235,132,-2145,1520,-16393,-17,-17,144,0
1568115632130,-230,149,-2028,1529,-16403,-3,-11,129,0
1568115632139,-244,163,-2089,1444,-16373,-31,-33,102,0
1568115632145,-262,174,-2163,1529,-16317,-6,-35,77,0
1568115632160,-267,192,-2100,1502,-16369,3,-59,38,0
1568115632167,-267,205,-2122,1511,-16359,4,-41,37,0
1568115632175,-258,216,-2129,1471,-16392,9,-57,5,0
1568115632190,-240,223,-2146,1453,-16345,-15,-46,6,0
1568115632198,-223,225,-2144,1468,-16311,-16,-36,-2,0
1568115632206,-208,216,-2120,1469,-16322,-25,-27,9,0
1568115632220,-196,206,-2140,1485,-16338,-34,-25,-3,0
1568115632228,-199,194,-2184,1459,-16408,-51,-1,6,0
1568115632238,-198,191,-2150,1519,-16376,-47,0,-5,0
1568115632250,-196,186,-2148,1503,-16319,-52,20,2,0
1568115632268,-204,174,-2204,1485,-16348,-60,-3,26,0
1568115632270,-210,165,-2197,1492,-16380,-35,-5,45,0
1568115632282,-206,163,-2165,1541,-16360,5,4,63,0
1568115632288,-209,158,-2171,1481,-16394,24,11,63,0
1568115632296,-206,156,-2106,1599,-16418,60,-6,49,0
1568115632320,-198,155,-2147,1577,-16418,53,-10,62,0
1568115632322,-198,152,-2197,1579,-16293,39,8,47,0
1568115632327,-196,149,-2207,1408,-16350,71,12,38,0
1568115632340,-197,144,-2164,1452,-16333,97,-6,38,0
1568115632349,-209,133,-2203,1480,-16355,104,-32,63,0
1568115632356,-212,125,-2147,1449,-16416,71,-5,72,0
1568115632371,-211,126,-2130,1477,-16365,47,10,80,0
1568115632377,-213,124,-2190,1500,-16381,10,11,81,0
1568115632387,-208,123,-2132,1492,-16448,-11,41,49,0
1568115632401,-202,129,-2257,1456,-16442,-14,59,37,0
1568115632407,-210,131,-2151,1509,-16410,-28,52,62,0
1568115632415,-216,134,-2108,1494,-16400,-26,33,68,0
1568115632431,-215,136,-2102,1546,-16434,-33,-1,74,0
1568115632438,-220,129,-2128,1573,-16381,-16,-42,48,0
1568115632445,-217,128,-2199,1620,-16307,-15,-32,31,0
1568115632460,-209,134,-2163,1553,-16253,9,-38,-4,0
1568115632469,-209,136,-2128,1496,-16290,0,-20,-23,0
1568115632475,-206,141,-2104,1523,-16245,-4,9,-23,0
1568115632490,-204,145,-2183,1405,-16305,-8,21,-22,0
1568115632497,-212,137,-2159,1435,-16390,-20,27,-19,0
1568115632505,-217,131,-2198,1393,-16345,12,34,3,0
1568115632520,-215,135,-2103,1446,-16385,42,51,13,0
1568115632527,-218,131,-2189,1474,-16418,54,47,14,0
1568115632536,-215,130,-2088,1497,-16403,33,36,22,0
1568115632551,-206,140,-2135,1515,-16441,38,55,10,0
1568115632558,-207,139,-2119,1478,-16423,2,50,12,0
1568115632567,-210,134,-2156,1510,-16445,-27,47,22,0
1568115632581,-201,141,-2151,1437,-16475,-42,10,-11,0
