#timestamp,left,right,acc_x,acc_y,acc_z,roll,pitch,yaw,event
1568115623677,-208,137,-2163,1524,-16345,21,-22,49,0
1568115623685,-206,137,-2294,1562,-16326,7,-4,47,0
1568115623700,-204,137,-2194,1498,-16349,-13,-11,39,0
1568115623709,-206,135,-2188,1617,-16396,-15,-19,37,0
1568115623715,-210,134,-2275,1639,-16383,-58,-23,38,0
1568115623730,-211,135,-2185,1533,-16354,-44,-21,21,0
1568115623739,-213,135,-2292,1590,-16380,-44,-6,25,0
1568115623745,-208,137,-2194,1609,-16368,-61,0,2,0
1568115623760,-202,142,-2190,1623,-16362,-58,7,10,0
1568115623768,-197,151,-2251,1642,-16348,-53,13,-15,0
1568115623775,-196,152,-2244,1600,-16350,-47,19,-14,0
1568115623791,-198,150,-2237,1557,-16331,-47,16,-27,0
1568115623798,-198,148,-2208,1648,-16397,-48,31,-20,0
1568115623805,-200,146,-2201,1586,-16357,-33,12,-23,0
1568115623823,-203,143,-2275,1629,-16345,-27,-5,-14,0
1568115623828,-202,140,-2196,1626,-16344,-23,-16,1,0
1568115623837,-200,137,-2227,1614,-16318,-12,-3,-7,0
1568115623850,-199,137,-2258,1633,-16359,-7,5,-4,0
1568115623858,-200,138,-2199,1626,-16317,-9,-3,-14,0
1568115623865,-203,134,-2219,1619,-16311,-13,23,-31,0
1568115623880,-206,129,-2232,1672,-16345,-9,35,-41,0
1568115623889,-208,124,-2235,1638,-16359,-26,40,-25,0
1568115623895,-210,121,-2187,1636,-16402,-25,47,-33,0
1568115623910,-208,130,-2224,1631,-16386,-8,28,-23,0
1568115623917,-211,138,-2177,1645,-16340,20,4,-4,0
1568115623925,-240,137,-2181,1575,-16407,45,-16,9,0
1568115623940,-274,148,-2222,1625,-16414,18,-9,3,0
1568115623947,-284,176,-2223,1614,-16312,-3,-20,15,0
1568115623955,-268,198,-2210,1635,-16346,-4,-38,36,0
1568115623971,-249,201,-2171,1482,-16352,-16,-18,10,0
1568115623979,-236,192,-2230,1462,-16250,44,-33,46,0
1568115623986,-230,175,-2243,1508,-16270,66,-19,58,0
1568115624003,-227,154,-2257,1576,-16351,30,-12,67,0
1568115624008,-226,138,-2145,1634,-16338,8,1,80,0
1568115624015,-234,114,-2216,1663,-16361,-59,15,27,0
1568115624030,-247,93,-2206,1601,-16378,-108,18,-14,0
1568115624039,-252,83,-2187,1594,-16435,-120,17,-38,0
1568115624045,-243,90,-2283,1630,-16451,-124,20,-75,0
1568115624062,-222,106,-2270,1641,-16496,-103,-3,-86,0
1568115624067,-205,120,-2269,1667,-16410,-102,-48,-92,0
1568115624075,-205,117,-2233,1662,-16399,-85,-63,-83,0
1568115624091,-213,112,-2237,1658,-16289,-59,-93,-75,0
1568115624098,-222,108,-2217,1582,-16253,-68,-80,-71,0
1568115624107,-229,106,-2274,1587,-16227,-34,-28,-51,0
1568115624121,-226,109,-2314,1587,-16220,-54,-10,-2,0
1568115624127,-220,117,-2218,1517,-16214,-11,7,38,0
1568115624137,-220,123,-2343,1541,-16231,7,16,71,0
1568115624158,-218,129,-2301,1582,-16322,39,34,104,0
1568115624161,-215,132,-2220,1652,-16365,79,44,119,0
1568115624166,-210,139,-2261,1645,-16395,86,55,112,0
1568115624180,-209,142,-2309,1719,-16391,97,55,95,0
1568115624189,-212,142,-2220,1667,-16391,76,84,47,0
1568115624195,-215,145,-2262,1668,-16451,82,72,22,0
1568115624211,-219,146,-2231,1583,-16443,59,63,-4,0
1568115624217,-225,143,-2253,1610,-16410,43,59,-34,0
1568115624225,-229,142,-2199,1627,-16410,35,42,-52,0
1568115624240,-229,140,-2265,1622,-16345,38,59,-66,0
1568115624247,-225,144,-2274,1565,-16326,33,46,-80,0
1568115624262,-218,153,-2214,1530,-16323,57,60,-65,0
1568115624271,-208,162,-2257,1536,-16327,75,29,-33,0
1568115624279,-204,164,-2255,1535,-16305,92,42,-22,0
1568115624285,-205,160,-2232,1559,-16300,115,24,12,0
1568115624302,-214,152,-2206,1558,-16301,85,30,4,0
1568115624309,-219,146,-2240,1626,-16319,48,47,-19,0
1568115624316,-218,148,-2223,1614,-16329,-5,82,-44,0
1568115624331,-211,154,-2227,1600,-16378,-26,69,-51,0
1568115624338,-207,159,-2171,1484,-16386,-44,58,-44,0
1568115624346,-206,158,-2260,1529,-16472,-55,57,-33,0
1568115624360,-206,157,-2190,1512,-16445,-21,33,-16,0
1568115624370,-211,150,-2264,1575,-16396,1,17,-3,0
1568115624375,-215,148,-2228,1582,-16365,-5,-1,9,0
1568115624390,-212,151,-2177,1622,-16330,7,2,4,0
1568115624400,-209,150,-2265,1648,-16361,-4,13,-8,0
1568115624406,-208,149,-2188,1620,-16328,-13,8,-17,0
1568115624420,-205,153,-2224,1566,-16342,-36,8,-27,0
1568115624427,-203,156,-2249,1596,-16325,-35,8,-24,0
1568115624435,-204,153,-2217,1610,-16268,-33,9,-23,0
1568115624452,-210,143,-2174,1647,-16274,-19,42,-23,0
1568115624457,-217,140,-2194,1684,-16322,20,87,-45,0
1568115624465,-218,143,-2324,1633,-16312,61,72,-70,0
1568115624483,-220,143,-2215,1613,-16380,84,83,-70,0
1568115624487,-225,134,-2219,1604,-16390,96,74,-53,0
1568115624496,-229,129,-2231,1597,-16385,95,72,-54,0
1568115624510,-230,131,-2148,1645,-16450,79,65,-59,0
1568115624518,-226,136,-2245,1526,-16395,46,49,-31,0
1568115624527,-218,140,-2214,1512,-16428,53,52,-13,0
1568115624540,-216,140,-2232,1555,-16429,44,30,26,0
1568115624550,-218,134,-2145,1526,-16401,65,8,41,0
1568115624556,-217,135,-2200,1556,-16345,86,11,60,0
1568115624571,-213,139,-2178,1605,-16373,105,17,82,0
1568115624585,-207,144,-2239,1577,-16332,112,21,79,0
1568115624587,-211,141,-2238,1557,-16377,103,18,66,0
1568115624600,-215,137,-2219,1575,-16330,67,5,58,0
1568115624608,-213,137,-2121,1584,-16356,63,8,36,0
1568115624623,-211,138,-2202,1577,-16367,51,2,22,0
1568115624632,-207,144,-2160,1551,-16343,49,4,-17,0
1568115624639,-205,144,-2226,1589,-16357,75,26,-34,0
1568115624646,-210,137,-2173,1605,-16305,65,13,-55,0
1568115624659,-213,134,-2224,1532,-16326,70,31,-49,0
1568115624668,-213,134,-2225,1461,-16302,63,40,-25,0
1568115624675,-212,134,-2218,1482,-16364,26,54,17,0
1568115624690,-210,136,-2194,1516,-16349,30,69,31,0
1568115624698,-205,136,-2260,1543,-16378,8,81,33,0
1568115624705,-201,139,-2190,1561,-16388,-6,91,29,0
1568115624721,-198,141,-2187,1594,-16382,-4,74,18,0
1568115624728,-201,137,-2179,1601,-16366,10,55,-1,0
1568115624735,-211,128,-2190,1577,-16424,6,40,-34,0
1568115624751,-215,126,-2245,1563,-16377,27,8,-63,0
1568115624758,-210,129,-2179,1460,-16392,30,-9,-66,0
1568115624766,-194,132,-2282,1494,-16339,0,-21,-59,0
1568115624781,-185,129,-2233,1489,-16324,-18,-11,-21,0
1568115624789,-174,115,-2147,1563,-16350,-27,-4,-13,0
1568115624797,-158,85,-2223,1566,-16285,-12,30,8,0
1568115624810,-138,58,-2161,1498,-16311,-51,55,19,0
1568115624819,-120,43,-2206,1531,-16371,-65,43,11,0
1568115624825,-102,37,-2211,1645,-16388,-62,61,2,0
1568115624841,-87,41,-2232,1596,-16352,-96,60,-26,0
1568115624847,-86,50,-2073,1536,-16407,-67,42,-33,0
1568115624856,-102,55,-2233,1610,-16402,-46,17,-51,0
1568115624870,-122,65,-2231,1602,-16403,-7,-4,-23,0
1568115624878,-134,73,-2212,1595,-16405,13,-22,-46,0
1568115624887,-146,82,-2239,1583,-16415,2,-36,-34,0
1568115624901,-156,89,-2257,1589,-16336,-11,-18,-10,0
1568115624907,-165,93,-2222,1520,-16357,-27,-17,17,0
1568115624916,-174,93,-2238,1458,-16329,-24,-3,43,0
1568115624933,-188,90,-2285,1439,-16302,-4,-9,92,0
1568115624940,-204,86,-2181,1495,-16344,-12,5,131,0
1568115624945,-212,85,-2212,1609,-16365,-16,29,142,0
1568115624960,-215,86,-2203,1662,-16352,-54,29,101,0
1568115624968,-215,89,-2205,1666,-16426,-38,67,74,0
1568115624976,-218,91,-2170,1678,-16408,-23,70,24,0
1568115624991,-221,92,-2202,1685,-16427,-19,67,-30,0
1568115625000,-220,95,-2177,1620,-16494,-16,39,-48,0
1568115625006,-216,101,-2183,1572,-16474,3,12,-48,0
1568115625020,-212,110,-2199,1618,-16426,5,-26,-35,0
1568115625028,-214,113,-2219,1556,-16384,-14,-54,-25,0
1568115625035,-217,114,-2252,1541,-16265,-22,-65,-15,0
1568115625051,-221,113,-2247,1522,-16212,-48,-48,-18,0
1568115625061,-224,116,-2252,1550,-16236,-49,5,23,0
1568115625065,-221,124,-2268,1475,-16280,-48,15,59,0
1568115625081,-218,127,-2212,1522,-16275,-12,25,73,0
1568115625089,-221,127,-2233,1552,-16301,26,40,105,0
1568115625096,-226,123,-2231,1559,-16275,49,39,119,0
1568115625111,-228,122,-2194,1531,-16313,56,48,118,0
1568115625117,-228,124,-2190,1616,-16336,81,66,109,0
1568115625125,-226,127,-2151,1587,-16394,58,55,96,0
1568115625140,-219,135,-2207,1547,-16403,52,69,48,0
1568115625147,-215,138,-2161,1586,-16356,41,69,38,0
1568115625156,-214,141,-2223,1543,-16407,26,61,0,0
1568115625170,-214,139,-2191,1584,-16446,16,67,-16,0
1568115625179,-210,144,-2226,1579,-16461,-14,41,-48,0
1568115625185,-207,146,-2120,1620,-16379,-30,15,-72,0
1568115625200,-203,149,-2200,1563,-16313,-42,6,-83,0
1568115625209,-200,154,-2201,1425,-16352,-23,-10,-88,0
1568115625216,-204,155,-2186,1480,-16326,-3,-19,-69,0
1568115625230,-209,152,-2154,1511,-16338,26,-25,-35,0
1568115625237,-216,145,-2154,1529,-16231,30,-5,3,0
1568115625246,-221,138,-2172,1630,-16247,17,25,18,0
1568115625261,-220,135,-2151,1596,-16312,-26,57,10,0
1568115625267,-216,133,-2134,1610,-16396,-77,90,21,0
1568115625275,-216,132,-2242,1610,-16421,-124,78,-6,0
1568115625290,-220,127,-2244,1571,-16456,-131,72,3,0
1568115625298,-220,128,-2175,1619,-16424,-102,24,1,0
1568115625305,-220,131,-2137,1628,-16390,-78,1,-10,0
1568115625320,-220,135,-2193,1649,-16403,-59,-23,-30,0
1568115625328,-223,133,-2196,1656,-16417,-2,-26,-56,0
1568115625335,-222,133,-2244,1644,-16368,5,-54,-63,0
1568115625351,-217,136,-2238,1622,-16338,7,-42,-73,0
1568115625358,-211,140,-2189,1624,-16328,-1,-31,-54,0
1568115625366,-207,143,-2232,1601,-16274,-19,8,-72,0
1568115625381,-200,150,-2162,1559,-16268,-3,33,-65,0
1568115625389,-192,156,-2150,1596,-16277,-12,64,-56,0
1568115625395,-196,155,-2152,1590,-16289,-17,102,-57,0
1568115625411,-200,149,-2158,1605,-16404,4,116,-49,0
1568115625417,-199,152,-2177,1604,-16412,24,111,-58,0
1568115625425,-197,151,-2241,1585,-16384,41,86,-49,0
1568115625440,-198,147,-2202,1597,-16391,49,80,-30,0
1568115625448,-202,142,-2129,1565,-16370,41,79,-45,0
1568115625455,-210,136,-2112,1564,-16418,27,69,-58,0
1568115625470,-212,136,-2153,1582,-16355,16,60,-55,0
1568115625477,-210,136,-2168,1561,-16420,4,42,-58,0
1568115625486,-204,143,-2182,1507,-16362,-13,22,-46,0
1568115625501,-199,150,-2143,1481,-16424,-3,13,-23,0
1568115625507,-197,146,-2140,1489,-16405,22,-8,-2,0
1568115625515,-200,135,-2224,1559,-16379,13,-30,32,0
1568115625531,-203,130,-2157,1528,-16385,35,-22,71,0
1568115625545,-201,131,-2158,1527,-16344,29,-18,71,0
1568115625547,-203,131,-2178,1564,-16287,28,-26,84,0
1568115625560,-208,128,-2112,1583,-16345,25,-23,82,0
1568115625567,-210,128,-2168,1590,-16327,24,-20,83,0
1568115625575,-211,123,-2251,1599,-16345,-5,13,64,0
1568115625590,-212,122,-2188,1625,-16381,4,7,54,0
1568115625599,-208,128,-2171,1611,-16367,6,-5,33,0
1568115625608,-201,138,-2261,1583,-16388,23,8,9,0
1568115625620,-202,139,-2166,1586,-16404,19,6,9,0
1568115625629,-203,126,-2204,1624,-16404,40,-12,9,0
1568115625635,-203,118,-2182,1593,-16354,18,-2,3,0
1568115625650,-201,109,-2193,1627,-16378,20,-11,-35,0
1568115625659,-200,96,-2276,1634,-16367,8,3,-50,0
1568115625665,-183,85,-2144,1560,-16343,-6,-21,-75,0
1568115625681,-159,72,-2190,1571,-16377,-44,0,-95,0
1568115625687,-135,56,-2221,1557,-16384,-38,-9,-92,0
1568115625695,-115,52,-2203,1504,-16381,-25,-27,-83,0
1568115625712,-105,45,-2131,1461,-16406,-7,-45,-72,0
1568115625717,-104,31,-2163,1511,-16366,-6,-51,-53,0
1568115625727,-106,17,-2195,1554,-16376,4,-76,-35,0
1568115625740,-109,13,-2263,1597,-16422,0,-89,-53,0
1568115625749,-111,19,-2184,1613,-16389,3,-102,-76,0
1568115625755,-117,24,-2137,1546,-16369,-19,-135,-128,0
1568115625770,-133,24,-2193,1633,-16368,-40,-143,-150,0
1568115625780,-147,29,-2243,1668,-16374,-37,-158,-178,0
1568115625786,-149,45,-2169,1679,-16322,-48,-184,-236,0
1568115625801,-145,62,-2163,1715,-16350,-47,-184,-309,0
1568115625808,-146,72,-2187,1618,-16350,-35,-175,-349,0
1568115625816,-150,76,-2309,1598,-16362,-36,-199,-378,0
1568115625831,-156,77,-2311,1455,-16319,-62,-195,-357,0
1568115625837,-164,78,-2271,1331,-16271,-41,-180,-280,0
1568115625845,-172,78,-2332,1394,-16267,-31,-146,-194,0
1568115625870,-177,83,-2302,1513,-16303,-22,-100,-121,0
1568115625871,-180,87,-2243,1494,-16352,-15,-76,-51,0
1568115625875,-182,95,-2253,1582,-16339,-15,-10,-12,0
1568115625890,-182,102,-2298,1603,-16300,-13,32,21,0
1568115625897,-186,102,-2319,1565,-16280,4,50,47,0
1568115625905,-193,94,-2325,1516,-16371,53,25,62,0
1568115625920,-196,94,-2357,1541,-16399,30,15,79,0
1568115625928,-194,98,-2296,1582,-16340,18,12,109,0
1568115625935,-192,104,-2268,1637,-16394,1,13,96,0
1568115625949,-189,112,-2316,1624,-16461,-29,8,86,0
1568115625957,-187,120,-2310,1652,-16414,-11,37,81,0
1568115625965,-190,120,-2315,1617,-16403,-9,30,75,0
1568115625985,-192,120,-2337,1639,-16416,14,36,95,0
1568115625988,-192,123,-2260,1659,-16423,22,30,75,0
1568115626000,-195,124,-2263,1758,-16328,41,18,73,0
1568115626015,-202,120,-2247,1699,-16225,60,22,35,0
1568115626017,-210,116,-2223,1741,-16252,59,25,-9,0
1568115626032,-212,117,-2300,1682,-16238,54,37,-71,0
1568115626040,-207,123,-2261,1567,-16231,59,57,-88,0
1568115626047,-200,136,-2298,1530,-16265,95,60,-88,0
1568115626055,-196,143,-2246,1455,-16314,99,73,-69,0
1568115626071,-208,133,-2239,1470,-16297,101,77,-11,0
1568115626078,-214,131,-2216,1439,-16326,130,97,33,0
1568115626085,-209,139,-2204,1507,-16381,123,111,60,0
1568115626103,-204,142,-2175,1504,-16421,91,142,79,0
1568115626109,-204,142,-2234,1553,-16434,78,137,64,0
1568115626115,-207,139,-2182,1514,-16448,48,155,32,0
1568115626130,-212,139,-2241,1466,-16483,25,115,13,0
1568115626137,-215,140,-2207,1445,-16463,-11,77,13,0
1568115626147,-215,142,-2200,1462,-16497,-21,38,13,0
1568115626160,-212,145,-2277,1562,-16379,-49,20,7,0
1568115626167,-212,144,-2218,1574,-16241,-31,22,-22,0
1568115626174,-213,140,-2177,1479,-16310,-10,27,-37,0
1568115626190,-212,142,-2177,1520,-16340,2,9,-52,0
1568115626197,-210,146,-2202,1504,-16292,26,25,-59,0
1568115626206,-210,145,-2186,1508,-16268,12,20,-63,0
1568115626220,-216,137,-2165,1572,-16244,2,34,-65,0
1568115626230,-226,129,-2234,1567,-16301,-29,64,-82,0
1568115626235,-229,128,-2154,1516,-16370,-54,87,-64,0
1568115626251,-221,135,-2178,1548,-16374,-74,98,-78,0
1568115626258,-211,143,-2248,1524,-16449,-112,77,-50,0
1568115626266,-209,145,-2274,1564,-16512,-110,39,-63,0
1568115626281,-211,140,-2212,1538,-16424,-75,15,-47,0
1568115626287,-214,136,-2260,1543,-16356,-32,-26,-33,0
1568115626296,-216,133,-2182,1601,-16363,-3,-31,-14,0
1568115626310,-215,133,-2197,1591,-16328,4,-17,2,0
1568115626318,-218,128,-2265,1548,-16325,-5,3,5,0
1568115626325,-222,127,-2194,1548,-16337,-12,45,24,0
1568115626341,-217,132,-2119,1632,-16328,-35,72,27,0
1568115626347,-208,144,-2182,1586,-16322,-33,83,61,0
1568115626355,-202,150,-2223,1575,-16336,-4,72,61,0
1568115626370,-200,155,-2180,1596,-16368,23,66,51,0
1568115626378,-201,154,-2179,1637,-16366,48,63,55,0
1568115626385,-204,150,-2152,1648,-16384,72,46,34,0
1568115626400,-209,142,-2185,1615,-16400,92,29,25,0
1568115626407,-216,134,-2187,1631,-16380,89,26,-17,0
1568115626415,-220,130,-2191,1616,-16384,69,8,-31,0
1568115626430,-219,129,-2153,1582,-16373,71,20,-35,0
1568115626437,-216,132,-2097,1511,-16381,58,4,-43,0
1568115626446,-212,132,-2196,1488,-16352,61,-2,-47,0
1568115626461,-212,129,-2184,1469,-16328,73,12,-28,0
1568115626468,-212,127,-2190,1508,-16337,75,15,-32,0
1568115626476,-215,127,-2188,1475,-16349,67,-4,-27,0
1568115626490,-218,128,-2182,1508,-16327,63,30,-30,0
1568115626498,-213,137,-2208,1510,-16406,68,-10,-41,0
1568115626505,-207,141,-2217,1472,-16324,52,1,-53,0
1568115626520,-208,138,-2226,1446,-16422,21,-20,-48,0
1568115626529,-214,130,-2220,1448,-16343,19,-33,-15,0
1568115626536,-222,121,-2191,1498,-16353,18,-36,6,0
1568115626550,-232,108,-2218,1479,-16372,21,-34,31,0
1568115626559,-235,104,-2272,1515,-16330,-11,-25,52,0
1568115626565,-229,113,-2223,1500,-16350,-18,-19,80,0
1568115626579,-224,123,-2218,1504,-16331,-46,-29,85,0
1568115626587,-222,127,-2278,1581,-16328,-51,-21,80,0
1568115626595,-217,130,-2254,1542,-16340,-56,-5,65,0
1568115626610,-214,131,-2323,1524,-16389,-28,13,66,0
1568115626617,-211,136,-2231,1584,-16315,-10,-7,38,0
1568115626626,-207,144,-2193,1567,-16351,-20,10,31,0
1568115626640,-202,148,-2203,1573,-16365,-10,6,7,0
1568115626648,-198,148,-2186,1529,-16356,-3,28,17,0
1568115626655,-193,154,-2209,1584,-16326,1,40,-14,0
1568115626670,-184,161,-2271,1518,-16344,-14,14,-32,0
1568115626678,-185,160,-2193,1567,-16349,2,3,-48,0
1568115626685,-197,148,-2267,1545,-16378,-9,-8,-60,0
1568115626700,-211,134,-2239,1590,-16375,-9,-23,-51,0
1568115626712,-215,130,-2220,1559,-16284,-9,-17,-55,0
1568115626715,-208,139,-2196,1536,-16373,-10,-4,-60,0
1568115626730,-204,143,-2290,1622,-16402,-27,9,-55,0
1568115626738,-209,138,-2284,1527,-16369,-6,3,-36,0
1568115626744,-213,136,-2176,1511,-16380,8,4,-10,0
1568115626760,-208,145,-2269,1507,-16410,0,9,15,0
1568115626768,-211,155,-2197,1532,-16393,36,-2,36,0
1568115626775,-213,159,-2268,1522,-16315,32,-15,72,0
1568115626790,-220,160,-2261,1575,-16318,42,7,64,0
1568115626797,-236,174,-2246,1496,-16279,69,48,63,0
1568115626805,-254,201,-2280,1486,-16283,113,54,61,0
1568115626819,-268,224,-2303,1515,-16318,130,61,52,0
1568115626828,-272,228,-2221,1531,-16400,119,61,60,0
1568115626835,-270,220,-2227,1543,-16352,81,71,69,0
1568115626850,-259,209,-2136,1568,-16392,40,71,49,0
1568115626860,-245,204,-2307,1560,-16400,-4,107,31,0
1568115626865,-242,196,-2223,1518,-16456,-35,103,14,0
1568115626880,-243,189,-2254,1543,-16445,-26,106,3,0
1568115626889,-248,177,-2283,1446,-16435,-36,91,17,0
1568115626896,-245,171,-2258,1539,-16429,-15,53,25,0
1568115626910,-248,163,-2229,1523,-16394,-28,56,56,0
1568115626918,-250,155,-2296,1545,-16287,-18,54,74,0
1568115626926,-252,152,-2276,1576,-16234,-27,46,101,0
1568115626941,-250,153,-2264,1573,-16246,-4,80,95,0
1568115626948,-250,149,-2182,1591,-16308,-9,109,86,0
1568115626955,-251,148,-2204,1633,-16295,32,95,47,0
1568115626970,-253,143,-2249,1602,-16376,72,88,53,0
1568115626977,-254,141,-2212,1604,-16413,86,55,12,0
1568115626985,-255,143,-2200,1541,-16390,108,31,-27,0
1568115627000,-259,144,-2142,1465,-16417,98,29,-54,0
1568115627008,-255,143,-2170,1571,-16440,84,20,-73,0
1568115627015,-244,139,-2154,1482,-16414,70,38,-85,0
1568115627030,-238,135,-2119,1437,-16385,49,47,-89,0
1568115627037,-235,135,-2157,1446,-16382,31,62,-88,0
1568115627046,-232,134,-2171,1496,-16439,39,79,-72,0
1568115627059,-231,132,-2172,1447,-16387,5,84,-65,0
1568115627067,-232,132,-2166,1488,-16428,-26,73,-46,0
1568115627075,-229,137,-2224,1471,-16295,-27,58,-34,0
1568115627090,-224,139,-2169,1478,-16371,-37,50,-16,0
1568115627098,-220,141,-2147,1421,-16352,-46,33,11,0
1568115627106,-222,136,-2103,1484,-16320,-42,5,34,0
1568115627121,-224,131,-2111,1488,-16308,-25,12,76,0
1568115627130,-214,138,-2187,1510,-16256,-17,27,94,0
1568115627135,-207,147,-2143,1517,-16179,-1,71,115,0
1568115627149,-208,149,-2151,1528,-16303,2,127,124,0
1568115627158,-205,154,-2172,1570,-16390,-3,139,118,0
1568115627165,-189,170,-2162,1583,-16449,-1,131,126,0
1568115627180,-176,181,-2129,1577,-16507,-15,89,127,0
1568115627188,-179,172,-2084,1590,-16470,-19,45,101,0
1568115627195,-197,154,-2175,1613,-16408,-37,13,87,0
1568115627210,-214,138,-2141,1562,-16389,-43,-8,44,0
1568115627217,-221,132,-2149,1526,-16350,-49,-22,47,0
1568115627227,-220,133,-2187,1515,-16323,-32,-25,27,0
1568115627240,-221,130,-2244,1511,-16351,-19,-6,27,0
1568115627247,-219,131,-2144,1600,-16280,-19,-7,49,0
1568115627258,-222,126,-2244,1492,-16359,1,6,45,0
1568115627270,-223,125,-2141,1567,-16335,2,14,50,0
1568115627278,-216,133,-2167,1520,-16270,14,20,45,0
1568115627285,-211,141,-2090,1545,-16380,7,37,35,0
1568115627300,-207,149,-2168,1550,-16344,-4,35,51,0
1568115627307,-207,145,-2138,1538,-16348,0,57,59,0
1568115627315,-200,151,-2195,1518,-16387,-18,43,64,0
1568115627330,-192,157,-2172,1528,-16361,6,56,64,0
1568115627337,-186,162,-2156,1481,-16394,5,75,92,0
1568115627344,-180,165,-2172,1504,-16368,23,52,110,0
1568115627360,-184,159,-2186,1529,-16385,49,52,104,0
1568115627367,-192,150,-2128,1486,-16391,55,27,123,0
1568115627376,-195,149,-2235,1476,-16401,67,15,126,0
1568115627391,-200,144,-2073,1548,-16358,56,-7,107,0
1568115627397,-205,142,-2155,1502,-16397,35,-23,111,0
1568115627405,-211,134,-2100,1512,-16349,32,-21,96,0
1568115627420,-219,126,-2091,1514,-16352,11,-37,103,0
1568115627427,-223,122,-2089,1543,-16329,-10,-26,108,0
1568115627435,-228,115,-2175,1529,-16341,-8,-53,86,0
1568115627450,-228,110,-2145,1570,-16351,-17,-35,76,0
1568115627457,-227,114,-2209,1568,-16355,-11,-34,80,0
1568115627465,-226,116,-2231,1550,-16361,-32,-44,53,0
1568115627480,-228,114,-2175,1567,-16331,-26,-23,56,0
1568115627491,-224,116,-2148,1571,-16344,-46,-17,34,0
1568115627494,-220,121,-2206,1560,-16350,-37,-11,6,0
1568115627510,-222,114,-2171,1541,-16303,-52,10,8,0
1568115627517,-227,103,-2180,1526,-16324,-30,-2,-17,0
1568115627525,-233,95,-2188,1494,-16379,-24,-24,-21,0
1568115627543,-234,95,-2226,1533,-16435,-11,-18,-43,0
1568115627547,-228,101,-2167,1553,-16367,-13,-45,-41,0
1568115627558,-224,109,-2111,1496,-16353,1,-28,-36,0
1568115627571,-226,111,-2185,1488,-16332,-11,-44,-23,0
1568115627577,-228,109,-2284,1489,-16335,-43,-28,-10,0
1568115627585,-229,106,-2209,1490,-16382,-56,-48,-1,0
1568115627600,-228,104,-2134,1460,-16302,-67,-20,16,0
1568115627608,-227,101,-2197,1525,-16292,-62,7,32,0
1568115627615,-229,95,-2243,1491,-16343,-40,7,61,0
1568115627630,-227,93,-2158,1496,-16361,-39,49,73,0
1568115627645,-222,100,-2155,1532,-16340,-11,32,96,0
1568115627647,-215,107,-2107,1599,-16358,12,46,102,0
1568115627660,-207,114,-2166,1599,-16398,-4,34,92,0
1568115627668,-194,130,-2222,1631,-16397,-19,25,77,0
1568115627675,-178,150,-2175,1599,-16379,-17,17,47,0
1568115627690,-174,158,-2146,1613,-16328,-9,1,25,0
1568115627697,-184,148,-2182,1561,-16405,-30,-6,-2,0
1568115627705,-200,126,-2161,1570,-16424,-6,-29,-22,0
1568115627727,-207,112,-2139,1589,-16377,-11,-37,-19,0
1568115627729,-212,108,-2188,1543,-16290,6,-3,-36,0
1568115627735,-218,107,-2184,1454,-16297,42,9,-44,0
1568115627750,-215,115,-2204,1393,-16269,85,23,-14,0
1568115627757,-211,116,-2282,1470,-16302,104,47,11,0
1568115627765,-210,113,-2157,1515,-16362,61,47,33,0
1568115627779,-211,115,-2163,1538,-16360,20,77,40,0
1568115627788,-208,121,-2183,1560,-16397,-62,82,39,0
1568115627795,-205,127,-2273,1486,-16377,-112,86,38,0
1568115627810,-209,125,-2152,1516,-16428,-117,87,28,0
1568115627822,-214,127,-2132,1498,-16457,-114,77,9,0
1568115627824,-212,132,-2250,1552,-16467,-76,39,8,0
1568115627843,-209,140,-2208,1595,-16461,-40,3,14,0
1568115627847,-209,139,-2140,1658,-16389,-10,-46,2,0
1568115627857,-210,133,-2207,1634,-16340,-1,-62,-6,0
1568115627871,-211,131,-2050,1676,-16267,-11,-55,-54,0
1568115627878,-211,131,-2226,1601,-16239,-42,-50,-68,0
1568115627892,-213,127,-2186,1530,-16264,-62,-38,-62,0
1568115627904,-215,126,-2174,1449,-16301,-47,-5,-33,0
1568115627908,-218,123,-2308,1455,-16294,-17,-10,1,0
1568115627915,-219,122,-2258,1438,-16279,1,5,51,0
1568115627930,-218,123,-2196,1533,-16293,42,36,88,0
1568115627937,-215,127,-2182,1575,-16344,77,76,92,0
1568115627945,-210,133,-2226,1588,-16382,85,98,69,0
1568115627960,-208,135,-2218,1608,-16411,62,117,57,0
1568115627970,-211,132,-2137,1615,-16393,29,114,6,0
1568115627974,-212,132,-2144,1638,-16516,-10,110,-4,0
1568115627989,-214,132,-2210,1538,-16453,-28,110,-47,0
1568115627997,-213,131,-2239,1543,-16402,-55,85,-41,0
1568115628005,-213,128,-2100,1583,-16430,-48,31,-69,0
1568115628022,-219,123,-2120,1575,-16372,-45,22,-82,0
1568115628028,-220,124,-2236,1532,-16309,-32,1,-98,0
1568115628037,-208,133,-2165,1543,-16374,10,-13,-96,0
1568115628050,-197,142,-2180,1444,-16315,-2,-1,-83,0
1568115628058,-196,144,-2189,1460,-16244,8,6,-87,0
1568115628064,-205,138,-2192,1486,-16309,-22,20,-55,0
1568115628080,-209,133,-2131,1496,-16283,-37,50,-23,0
1568115628088,-204,137,-2183,1504,-16289,-74,91,1,0
1568115628095,-197,144,-2187,1488,-16363,-88,104,33,0
1568115628111,-198,144,-2225,1579,-16415,-93,101,37,0
1568115628121,-203,139,-2175,1559,-16415,-48,96,44,0
